Model,Class_ID,Class_Name,Precision,Recall,F1,Support
MLP_Medium,3,Feline Chlamydiosis,0.7562380038387716,0.7086330935251799,0.7316620241411328,556.0
MLP_Medium,4,Feline Herpesvirus,0.7424242424242424,0.7931654676258992,0.7669565217391304,556.0
MLP_Medium,5,Feline Immunodeficiency Virus,0.9539078156312625,0.8561151079136691,0.9023696682464455,556.0
MLP_Medium,6,Feline Infectious Peritonitis,0.842560553633218,0.8758992805755396,0.8589065255731922,556.0
MLP_Medium,7,Feline Leukemia Virus,0.8414872798434442,0.7733812949640287,0.8059981255857545,556.0
MLP_Medium,8,Feline Panleukopenia,0.9581151832460733,0.987410071942446,0.9725420726306466,556.0
MLP_Medium,9,Feline Renal Disease,0.9382504288164666,0.9855855855855856,0.961335676625659,555.0
MLP_Medium,10,Fungal Infection,0.9423791821561338,0.9135135135135135,0.9277218664226898,555.0
MLP_Medium,11,Gastroenteritis,0.9544626593806922,0.9424460431654677,0.9484162895927601,556.0
MLP_Medium,12,Hyperthyroidism,1.0,1.0,1.0,555.0
MLP_Medium,13,Inflammatory Bowel Disease,0.92573402417962,0.9640287769784173,0.9444933920704845,556.0
MLP_Medium,14,Intestinal Parasites,0.9646017699115044,0.9802158273381295,0.9723461195361285,556.0
MLP_Medium,15,Pancreatitis,0.9591474245115453,0.972972972972973,0.9660107334525939,555.0
MLP_Medium,16,Ringworm,0.9786476868327402,0.990990990990991,0.9847806624888094,555.0
MLP_Medium,17,Upper Respiratory Infection,0.9769094138543517,0.990990990990991,0.9838998211091234,555.0
MLP_Small,0,Conjunctivitis,0.9557522123893806,0.972972972972973,0.9642857142857143,555.0
MLP_Small,1,Feline Asthma,0.9839857651245552,0.9963963963963964,0.990152193375112,555.0
MLP_Small,2,Feline Calicivirus,0.9638989169675091,0.960431654676259,0.9621621621621622,556.0
MLP_Small,3,Feline Chlamydiosis,0.7359855334538878,0.7320143884892086,0.7339945897204689,556.0
MLP_Small,4,Feline Herpesvirus,0.7446428571428572,0.75,0.7473118279569892,556.0
MLP_Small,5,Feline Immunodeficiency Virus,0.9541984732824428,0.8992805755395683,0.9259259259259259,556.0
MLP_Small,6,Feline Infectious Peritonitis,0.8696461824953445,0.8399280575539568,0.8545288197621226,556.0
MLP_Small,7,Feline Leukemia Virus,0.7992831541218638,0.802158273381295,0.800718132854578,556.0
MLP_Small,8,Feline Panleukopenia,0.9524647887323944,0.9730215827338129,0.9626334519572953,556.0
MLP_Small,9,Feline Renal Disease,0.9578947368421052,0.9837837837837838,0.9706666666666667,555.0
MLP_Small,10,Fungal Infection,0.9474671669793621,0.9099099099099099,0.9283088235294118,555.0
MLP_Small,11,Gastroenteritis,0.9382716049382716,0.9568345323741008,0.9474621549421193,556.0
MLP_Small,12,Hyperthyroidism,1.0,1.0,1.0,555.0
MLP_Small,13,Inflammatory Bowel Disease,0.9422066549912435,0.9676258992805755,0.9547471162377995,556.0
MLP_Small,14,Intestinal Parasites,0.9749552772808586,0.9802158273381295,0.9775784753363229,556.0
MLP_Small,15,Pancreatitis,0.9620938628158845,0.9603603603603603,0.9612263300270514,555.0
MLP_Small,16,Ringworm,0.9821109123434705,0.9891891891891892,0.9856373429084381,555.0
MLP_Small,17,Upper Respiratory Infection,0.9836660617059891,0.9765765765765766,0.9801084990958409,555.0
RandomForest,0,Conjunctivitis,0.9655797101449275,0.9603603603603603,0.9629629629629629,555.0
