epoch,tr_loss,val_loss,r2,mse,rmse,mae,rmse_D,rmse_P,rmse_E,lr
27,0.46370165612762426,0.44699289081460336,0.7117674946784973,0.06794306635856628,0.2606589080744533,0.14254245162010193,0.059197948568669355,0.3240554812120952,0.007025108619011216,0.0019333333333333333
28,0.46375491764970417,0.45389654070644053,0.7102037668228149,0.06825054436922073,0.26124805141707896,0.14298570156097412,0.05959379014932513,0.3247635870991871,0.007247937603989393,0.002
29,0.45579846973145477,0.45759923175229866,0.7089206576347351,0.0688040480017662,0.26230525728960563,0.14274412393569946,0.059597894271057245,0.3260990792548661,0.007560887801816426,0.002
30,0.4519355920146239,0.4483982834775569,0.7127824425697327,0.06711993366479874,0.2590751506123247,0.14041832089424133,0.05943650907310695,0.3220308893896728,0.007436379303227319,0.0019999917184662197
31,0.44115792480480276,0.42768606493028544,0.7224245667457581,0.0642206147313118,0.2534178658487041,0.13824693858623505,0.057554499823915535,0.31505284666495614,0.00704676450874162,0.0019999668740027362
32,0.43504158184607583,0.4413339925014367,0.7169168591499329,0.06597918272018433,0.2568641328021184,0.13748061656951904,0.05857130057699882,0.31931558013329425,0.007336102718945747,0.001999925467023118
33,0.43101361033779617,0.4297545254230499,0.7210444211959839,0.06463028490543365,0.25422487074523936,0.13769792020320892,0.05782210151096293,0.3160485023022497,0.007027504578637093,0.001999867498216637
34,0.4202739497325932,0.4232751429080963,0.7237542271614075,0.06380638480186462,0.25259925732643124,0.1364469677209854,0.057423881573553416,0.3140301080387446,0.007028920800720244,0.0019997929685482605
35,0.4164865985737827,0.40332129799713523,0.732413649559021,0.060859598219394684,0.24669738186570744,0.13234220445156097,0.0557822637238805,0.30672017663127393,0.006915848093200719,0.0019997018792586307
36,0.4054988836954007,0.4140454071053004,0.727910578250885,0.06188265234231949,0.24876224058791457,0.13333173096179962,0.05701433210077879,0.30921679989130924,0.00731453628096467,0.0019995942318640483
37,0.399542545714047,0.40228225215006685,0.735037624835968,0.059463415294885635,0.24385121548781674,0.12935680150985718,0.056051250345738365,0.3030980294803839,0.006711402895976181,0.001999470028156443
38,0.4013107326275632,0.4069150140730001,0.7319795489311218,0.06104431301355362,0.24707147349209221,0.13168500363826752,0.05596528200499941,0.3071764498301607,0.006853365607792665,0.0019993292702033473
39,0.3884735639541891,0.4129946474301613,0.7275699377059937,0.06212152540683746,0.24924190138665983,0.13349980115890503,0.05700886373568754,0.3098237597643616,0.007268165885060625,0.00199917196034786
40,0.38976996920980356,0.4008368369886431,0.7357654571533203,0.05978810787200928,0.24451606873988727,0.1297985166311264,0.05534943118195098,0.30400252986783866,0.006922832679413366,0.001998998101208608
41,0.3852340436774078,0.39301590091091093,0.738394021987915,0.058307383209466934,0.24146921793360523,0.1281096339225769,0.05516926338723044,0.30016599622448936,0.00788436512615603,0.001998807695679703
42,0.38042549433304823,0.38060332758952,0.7437930703163147,0.05678370222449303,0.23829331132974133,0.12632177770137787,0.054125024084263125,0.2962492194950107,0.006666473251396767,0.0019986007469306915
43,0.3697436279940821,0.39444178948968145,0.7364513278007507,0.05876805633306503,0.24242123738044288,0.1276441216468811,0.05579182535255301,0.3013131405321714,0.007323212604158371,0.001998377258406505
44,0.3685129953835306,0.38909938072754163,0.7392560839653015,0.05838393047451973,0.24162766909962885,0.13077299296855927,0.05486006842440895,0.3003958673106549,0.007184591908047814,0.0019981372338274002
45,0.3601081214642597,0.37584843878018653,0.744202196598053,0.05679744854569435,0.23832215286392147,0.1259603351354599,0.054093954604900706,0.29628906652341175,0.006323910679240205,0.0019978806771888975
46,0.35591465576897935,0.37398848038608745,0.7476930022239685,0.055122558027505875,0.23478193718322088,0.12097220122814178,0.05380515158524982,0.2918395980137681,0.006798434039738525,0.001997607592761716
47,0.3543758747080662,0.37237951866650987,0.7469932436943054,0.05562642961740494,0.23585255906477873,0.12318508327007294,0.05382031228321179,0.2931924601606739,0.006292737143103534,0.0019973179850917007
48,0.34974011175582054,0.36519721200910665,0.74941086769104,0.0549432672560215,0.23439980216719786,0.12241427600383759,0.05297856616531985,0.2914316033387113,0.007187945243838636,0.0019970118589997476
49,0.33963386687447294,0.3618370259212235,0.7518125176429749,0.054162219166755676,0.23272777910416212,0.12092006206512451,0.05245796808742338,0.2893661502201698,0.006867932054828218,0.001996689219581722
50,0.34197693212334845,0.3586713520147033,0.7530486583709717,0.053161606192588806,0.23056800773869043,0.11984115093946457,0.05294883133729982,0.2865907045335049,0.007141933434820292,0.0019963500722083778
51,0.34524504556756724,0.3734434762243497,0.7471590042114258,0.05585009977221489,0.23632625705201463,0.12308608740568161,0.053398716053100134,0.2938295434229359,0.006389919387765659,0.001995994422525263
52,0.3316999347008247,0.3681170793913178,0.7482717037200928,0.05494733899831772,0.23440848747073498,0.12308871746063232,0.053709985984696944,0.29137621052317486,0.006836879135314925,0.001995622276452628
53,0.3313703109310473,0.34988511063284794,0.7552594542503357,0.05279729515314102,0.22977662011862962,0.12171706557273865,0.051749426684221486,0.28569894908078186,0.007748695783802984,0.0019952336401853283
54,0.33389114379162516,0.36303096605559526,0.7529294490814209,0.05349025875329971,0.23127961162475977,0.12025544792413712,0.05289114722567409,0.28749703167336677,0.006314580049059196,0.001994828520192719
55,0.32940417492137575,0.35153399736194285,0.7542563080787659,0.05341184511780739,0.23111002816365928,0.12235135585069656,0.05199334024015538,0.28736391267465344,0.006729665505368538,0.001994406923218549
56,0.3200326534916627,0.3472540080547333,0.7582070827484131,0.05222819000482559,0.22853487699873207,0.11947020888328552,0.05138903948996108,0.28416508378196764,0.006103943571346816,0.0019939688562808475
57,0.31631379558780764,0.3451627081228515,0.7576267123222351,0.052105557173490524,0.22826641709522347,0.11873133480548859,0.05132463082957343,0.2838298308880103,0.007176546938063633,0.0019935143266718073
58,0.31695696617001134,0.3310724125575211,0.7637396454811096,0.0501386895775795,0.22391670231936583,0.11690652370452881,0.05030893331674208,0.27842565851687706,0.006503472903083574,0.001993043341957665
59,0.31520215518705075,0.33514758489899715,0.7627571225166321,0.050331342965364456,0.22434647972581262,0.11669916659593582,0.050771090976858765,0.2789270980907518,0.006414082507563724,0.0019925559099785725
60,0.3149932305528318,0.34341635794962866,0.7599340677261353,0.051153551787137985,0.2261715096716162,0.11648452281951904,0.05138005876825499,0.2811777366415125,0.006763552650528723,0.0019920520388484685
61,0.30861848889881033,0.32582629610926417,0.7674345374107361,0.048737991601228714,0.22076682631507097,0.11366056650876999,0.05001780315930829,0.2744713041396698,0.006358239001708962,0.0019915317369549423
62,0.30833998970754917,0.3329065780518419,0.7646867632865906,0.049781784415245056,0.2231183193179015,0.11515527218580246,0.05028066901383417,0.2774192814664107,0.006469237898419824,0.0019909950129590953
63,0.30365797328084615,0.3254064137147645,0.7670678496360779,0.048932746052742004,0.22120747286821485,0.11315488070249557,0.04999932422777318,0.2750300488527568,0.006293471317036794,0.001990441875795395
64,0.3006582429401824,0.3281735995058286,0.7659437656402588,0.04952695593237877,0.22254652532083885,0.11586233973503113,0.05001364611137389,0.27672139037825694,0.006112164092134396,0.001989872334671528
65,0.29657165026376614,0.3221093289932962,0.7671170830726624,0.049016986042261124,0.22139780044585158,0.11425557732582092,0.049678270398190116,0.2752993412098968,0.0064762317256969295,0.001989286399068247
66,0.29391801451808375,0.32969618677082707,0.7669460773468018,0.048686299473047256,0.22064972121679025,0.11329712718725204,0.0505317164506008,0.27427678051180165,0.005990869107497889,0.0019886840787392106
67,0.2961885598220854,0.3133232131347818,0.7736093997955322,0.046687863767147064,0.2160737461311463,0.10946254432201385,0.04862224806899219,0.2686665943377763,0.006313594224568013,0.0019880653837108233
68,0.2857606884576043,0.32793479753752885,0.7685381174087524,0.04820328578352928,0.21955246704040762,0.11410785466432571,0.049979829910834626,0.2729395419403208,0.006505681280218229,0.0019874303242820674
69,0.28885269313600487,0.32309053610947175,0.7705342769622803,0.047788355499506,0.2186054791159316,0.10979397594928741,0.0493044649907028,0.27180499074320935,0.005989061039708573,0.0019867789110243326
70,0.2869047035443459,0.31707928190797063,0.770330011844635,0.04801255837082863,0.21911768155680322,0.11233996599912643,0.049097503036811124,0.27247080904671217,0.0061289929088805,0.001986111154781238
71,0.2852482750246532,0.313708908477072,0.7717874646186829,0.04757934436202049,0.21812689967544235,0.11177744716405869,0.048694547092084046,0.2712549296603541,0.006179048350039901,0.0019854270666684547
72,0.2827090105531439,0.3106321957656893,0.7737365365028381,0.04656562581658363,0.21579069909656354,0.10969529300928116,0.048728980498436,0.2682991476648621,0.006325705853319626,0.001984726658073517
73,0.28311184422307145,0.3143792798963644,0.7727487087249756,0.047067198902368546,0.21694976124063503,0.1106594130396843,0.04868073869135605,0.2697684446795642,0.006281877841670485,0.0019840099406556364
74,0.27953704025630144,0.3187528830968728,0.7718736529350281,0.047040656208992004,0.21688858017192147,0.11110548675060272,0.04965797722464073,0.26960253118485633,0.005979165304395778,0.0019832769263455055
75,0.2760228103651381,0.3061293941938271,0.7761397957801819,0.04559614881873131,0.2135325474458901,0.10874104499816895,0.04839259698540032,0.2654754694626556,0.006416351134583464,0.0019825276273450995
76,0.26848412771059305,0.31527852052349153,0.7718667387962341,0.047655556350946426,0.21830152622221044,0.11128029227256775,0.0486463740410321,0.2714800662789686,0.006087873800557055,0.0019817620561274735
77,0.27827376888057614,0.30782471799244315,0.7756107449531555,0.04616380110383034,0.21485762984783746,0.11061344295740128,0.048211500508259106,0.2671670610295449,0.006146407515759997,0.001980980225436555
78,0.2727369462615414,0.3052547728106127,0.7775652408599854,0.04514280706644058,0.2124683672136645,0.10732533782720566,0.048177893359015934,0.26415058055169804,0.006051707026878874,0.0019801821482869314
79,0.26928204874257666,0.3039645628403809,0.7776834964752197,0.0452568419277668,0.2127365552221028,0.10753776878118515,0.048094304059588,0.26449729854776216,0.005963793625935424,0.001979367837963634
80,0.26474219065418414,0.3053894621335854,0.7775676250457764,0.045345596969127655,0.21294505622138227,0.10737857222557068,0.04799579273569415,0.26476957919853583,0.006074166065781806,0.0019785373080219155
81,0.26833956852960444,0.306888087573698,0.7753064632415771,0.046391021460294724,0.21538575036500146,0.10967593640089035,0.047957983206535035,0.2678571902570228,0.0061584273461812705,0.001977690572287026
82,0.2656614879466976,0.30268593385057935,0.7798194289207458,0.04417681321501732,0.2101828090377929,0.10578842461109161,0.04813917973703535,0.26126500552035375,0.006056291157287184,0.0019768276448539823
83,0.25974213325184997,0.2951827945850663,0.7816957831382751,0.04379197955131531,0.20926533289418797,0.10446247458457947,0.047143998778595965,0.2601953551540503,0.006556651512719473,0.001975948540087331
84,0.26468816381566834,0.308630799337969,0.7756443619728088,0.045687247067689896,0.213745753332528,0.10825277119874954,0.0485481077026353,0.2657306404975106,0.006486709029063088,0.0019750532726209146
85,0.26046191943736235,0.30396168817908076,0.7788285613059998,0.044804926961660385,0.21167174341810574,0.10633599758148193,0.04767861789154937,0.2631882364574846,0.006552325004885212,0.001974141857357622
86,0.25926894764345576,0.3031256825236951,0.7775797247886658,0.04540303722023964,0.2130798845978654,0.1076597273349762,0.047602164149336455,0.2649748784204703,0.006442157185696648,0.0019732143094691444
87,0.25804323799840634,0.30611059726294826,0.7770165801048279,0.04492802917957306,0.21196232962385805,0.10569535940885544,0.04847819585684336,0.263481891145543,0.006907815080263828,0.0019722706443957216
88,0.25314187494829704,0.2970863219539998,0.7816519141197205,0.043373607099056244,0.20826331193721145,0.103166364133358,0.04780555722607681,0.25886841043367914,0.006475089039321095,0.0019713108778458845
89,0.25586116719101853,0.28606462099794616,0.7851257920265198,0.04281795024871826,0.20692498700910497,0.10484087467193604,0.04627319548877042,0.257316661629647,0.0063544724506283,0.0019703350257961943
90,0.2552019398198027,0.29210717066869896,0.7821897268295288,0.04384494945406914,0.20939185622671463,0.10566946864128113,0.046816108385967864,0.26038549077660317,0.006175155123097902,0.0019693431044909755
91,0.24854348725962855,0.2915986440444397,0.7832710146903992,0.04331248253583908,0.208116511925025,0.10494241118431091,0.04666517652631253,0.25878632741958274,0.006777300603486008,0.0019683351304420477
92,0.25198863982434,0.2891812693264525,0.7837871313095093,0.04313945397734642,0.2077003947452831,0.10421085357666016,0.046709658167064884,0.25825732321663564,0.006290127820121052,0.0019673111204284474
93,0.2504032127266564,0.28916485102499945,0.7839834094047546,0.043079037219285965,0.20755490169901064,0.10554420948028564,0.04678327058981464,0.2580667888915969,0.006285699468943919,0.001966271091496152
94,0.24503176850674735,0.3195039470822124,0.7708609104156494,0.04726153612136841,0.21739718517351692,0.1087561622262001,0.04944561565328538,0.2702630791661932,0.0070644776630377545,0.001965215060957794
95,0.24328446257690647,0.2956798541343818,0.7814207673072815,0.04391442984342575,0.20955770051092312,0.10585460066795349,0.047287612620401605,0.26055224068534133,0.006329479751804383,0.001964143046392374
96,0.24257786513455323,0.2996827750387838,0.7809094786643982,0.04392566904425621,0.20958451527786162,0.104514479637146,0.04765164448809567,0.2605532701156426,0.0061510272334661725,0.0019630550656449665
97,0.24470318975405392,0.29576477383152916,0.783176839351654,0.04288965091109276,0.20709816732915035,0.10360080748796463,0.04771441150677178,0.25740438005333866,0.006110497593963701,0.0019619511368264243
98,0.24364667851759228,0.2965953622834157,0.7822790145874023,0.04348986968398094,0.20854224915824837,0.10422949492931366,0.04745274137439855,0.2592540953247409,0.006099969608670914,0.0019608312783130776
99,0.2421170709896664,0.2755874392844863,0.790048360824585,0.040802519768476486,0.20199633602735592,0.10040435194969177,0.04562254939127929,0.2511460292445689,0.0067011612717752505,0.0019596955087464248
100,0.23817747241600762,0.2873671418529446,0.7832155227661133,0.043223146349191666,0.20790177091403447,0.10447465628385544,0.04683421516353639,0.2585001790610529,0.006508823227095172,0.0019585438470328268
101,0.2428418234485874,0.29218997440095673,0.7837677597999573,0.042848553508520126,0.20699892151535507,0.10356455296278,0.04704255466822177,0.257339723181473,0.0067051096174472555,0.001957376312343188
102,0.23909827823725352,0.28713445895809236,0.7854602336883545,0.04227658733725548,0.2056127120030653,0.10213229805231094,0.04649513274418074,0.2556370795970353,0.006908648185286756,0.001956192924112641
103,0.2367107741692275,0.2864025002818997,0.7848487496376038,0.04273497685790062,0.20672439831306952,0.10251739621162415,0.04665905664137485,0.2570289205891994,0.005994816779146598,0.0019549937020402197
104,0.23817214243721746,0.2819058786509401,0.7880268692970276,0.041579339653253555,0.20391012641174433,0.1023252084851265,0.04628404497565054,0.2535059487681288,0.006017796776846133,0.001953778666088533
105,0.23430311936446188,0.2813320513498985,0.7896221280097961,0.040910735726356506,0.20226402479520797,0.10064385086297989,0.045979560018621905,0.2514528142033157,0.00617274097917424,0.0019525478364834333
106,0.2330041265289589,0.27965838777816904,0.7890509963035583,0.041127290576696396,0.2027986454015322,0.10011685639619827,0.045995247482808234,0.2521269885927075,0.0062512140240491105,0.0019513012337136779
107,0.23454857336250318,0.28013345397124856,0.7893967032432556,0.040626540780067444,0.20156026587615786,0.09848132729530334,0.0461732898413087,0.2505444915344089,0.0066715502658005795,0.001950038878530589
108,0.22858592084527377,0.2683815127712185,0.7917895913124084,0.04036976397037506,0.20092228340922033,0.10056609660387039,0.045194804836610245,0.24982852568532538,0.0060578389483880056,0.0019487607919477098
109,0.23070931997364022,0.2731714160260508,0.7918806076049805,0.03992757573723793,0.19981885731141075,0.09959893673658371,0.0456422111507578,0.2483920376645032,0.006612483926633792,0.0019474669952404505
110,0.23575023023743644,0.2710199532872539,0.7917595505714417,0.04036453366279602,0.20090926723970703,0.10056369006633759,0.04529482542001951,0.24980342855725313,0.005811795195253709,0.0019461575099457384
111,0.23042724180257573,0.28088620128267905,0.7870716452598572,0.04201240837574005,0.20496928642052703,0.10085359215736389,0.045939067348353985,0.25487486143608873,0.0065862300444651,0.0019448323578616575
112,0.22922794187717208,0.27371195185992675,0.7898906469345093,0.04109836369752884,0.20272731364453295,0.1003023162484169,0.045380349272325184,0.2520923525534007,0.006368752187469615,0.0019434915610470854
113,0.2271091834475987,0.2788481939647157,0.7884836792945862,0.04126066714525223,0.20312721911465295,0.10045921802520752,0.04600085084049888,0.25254111469848145,0.00662662655770301,0.0019421351418213272
114,0.22156030506886024,0.27129265564983174,0.7916004657745361,0.04030391573905945,0.20075835160475752,0.09925179928541183,0.04536183154727083,0.2496060083129402,0.006168729067191429,0.0019407631227637426
115,0.2266905569327922,0.26966249210349585,0.7942270040512085,0.039441466331481934,0.198598757124716,0.09730355441570282,0.04504425803388677,0.24690600725603065,0.005778846473674452,0.0019393755267133712
116,0.22200822465549422,0.27507018689381874,0.7919294834136963,0.04007302224636078,0.20018247237548242,0.09788722544908524,0.04569475655683042,0.24884800434799284,0.0059832812187348705,0.001937972376768552
117,0.22761619991406212,0.28280017209255087,0.7888772487640381,0.04133123531937599,0.20330084928345968,0.099935382604599,0.04605393245715495,0.25275739302609374,0.00567715712242428,0.0019365536962865386
118,0.22329740856529362,0.27118389687295685,0.7937276363372803,0.03915216401219368,0.19786905774323,0.0965876653790474,0.045789058197644804,0.24591471956748617,0.00587140836974382,0.0019351195088831105
119,0.2192590777337371,0.2801890853097883,0.7892245650291443,0.040894173085689545,0.2022230775299633,0.1001499816775322,0.046305454747881614,0.25137103655046017,0.006243487465420626,0.0019336698384321799
120,0.21964092039449698,0.2649797042042522,0.7955296039581299,0.03890271857380867,0.19723772097093564,0.09732744842767715,0.04474755860473917,0.2452121034117379,0.0061480320309381855,0.0019322047090653952
121,0.21834155998201168,0.2757788691985405,0.7895039916038513,0.040809568017721176,0.20201378175194182,0.0990157350897789,0.04581965370794075,0.25115028632662395,0.006623222743648542,0.0019307241451717375
122,0.22344482237658833,0.27493916426674797,0.7903462052345276,0.04051446169614792,0.20128204514101083,0.09834091365337372,0.04587376722880426,0.25022084197466565,0.0063820597797983195,0.0019292281713971162
123,0.21446553556940706,0.2720534973225351,0.7917524576187134,0.03991539776325226,0.19978838245316533,0.09876163303852081,0.04583373734492994,0.2483363002414786,0.006383966252349617,0.0019277168126439583
124,0.2208418355877666,0.26995389340287546,0.7947933673858643,0.03880837559700012,0.196998415214438,0.09627263247966766,0.04559939444072137,0.24483167121904922,0.005783182334516297,0.0019261900940707936
125,0.21741698713821228,0.27772778878777715,0.7914888858795166,0.04008159413933754,0.20020388142925086,0.09754006564617157,0.04600834116500009,0.24884641002261837,0.005848619528760298,0.0019246480410918363
126,0.21429638767170403,0.2668773446042659,0.7967259883880615,0.03809526935219765,0.19518009466182162,0.0947049930691719,0.04518630371135961,0.24257069697655673,0.005973509589437091,0.0019230906793765606
127,0.2139277078233817,0.26919425594604623,0.7952638864517212,0.03866566717624664,0.1966358745912013,0.09614255279302597,0.04544866118931291,0.24438678538643466,0.006088859126767082,0.001921518034849276
128,0.21337221882494556,0.2718154489994049,0.7933698892593384,0.03965960815548897,0.19914720222862525,0.09726805984973907,0.04529629553239664,0.24757594361913637,0.005933730328586929,0.0019199301336886936
129,0.2126145171975081,0.2777091878450523,0.7914352416992188,0.039883892983198166,0.1997095215136178,0.09734005481004715,0.04615436635486964,0.2482074608212459,0.006074780233821514,0.0019183270023274907
130,0.21348195160623765,0.2776908169863588,0.788848876953125,0.04114173725247383,0.20283426054903503,0.10142180323600769,0.04622817300109238,0.2521511748480748,0.005991160278681297,0.0019167086674518716
131,0.2122634245459767,0.2677703787714748,0.7933172583580017,0.039392199367284775,0.19847468193017662,0.09746839851140976,0.04538832416546512,0.2467167325870494,0.00629818100016975,0.0019150751560011226
132,0.21503098975315554,0.2658419207496158,0.7954004406929016,0.038590189069509506,0.1964438572964538,0.09620347619056702,0.045140700075959245,0.24417173568869055,0.006531705576437726,0.0019134264951671635
133,0.20702272171880542,0.2541878114817506,0.7999347448348999,0.03714165836572647,0.19272171223224038,0.09316342324018478,0.04411396539163175,0.23956130106143514,0.006290341521714005,0.0019117627123940962
134,0.20885311341717885,0.26897060744843243,0.7927132248878479,0.03985192999243736,0.19962948177169965,0.09740830212831497,0.04516538155600377,0.24819660173392472,0.006433848267130955,0.0019100838353777458
135,0.2125938640980562,0.2678987224728374,0.7939023375511169,0.03921994939446449,0.1980402721530762,0.0961645096540451,0.04508944283800995,0.24619444043636288,0.006603719439435056,0.0019083898920652014
136,0.20711763909936312,0.25262522470142884,0.798919677734375,0.03766569122672081,0.19407650869366136,0.09540899097919464,0.04367211244122782,0.24131301696749632,0.006847919772364588,0.00190668091065435
137,0.20837530394695317,0.2640875585503497,0.7960558533668518,0.03852619230747223,0.19628090153520344,0.09443154186010361,0.04502054449169996,0.24397798079712052,0.005893640301765221,0.0019049569195934068
138,0.20442303718036756,0.26244336442422056,0.7958683371543884,0.03873497247695923,0.19681202320224045,0.09636776894330978,0.04477103190282241,0.2446714581240513,0.006369147461636292,0.0019032179475804434
139,0.20458290921777397,0.26882951012102224,0.7963067889213562,0.03819495812058449,0.19543530418167668,0.09429602324962616,0.0452674988586585,0.24288560634518977,0.006103523969644564,0.001901464023562907
140,0.20565203354437905,0.2628768866850158,0.7959529757499695,0.038654375821352005,0.19660716116497895,0.09485268592834473,0.04503789463084056,0.24438940724053068,0.005549036760328641,0.0018996951767371424
141,0.20532800414771113,0.26537445642180363,0.793535053730011,0.03942350298166275,0.19855352674194118,0.09652109444141388,0.0452195906567547,0.2468315448421444,0.006488528405748703,0.0018979114365479017
142,0.20755374868290663,0.2688693661810988,0.7943153977394104,0.039229441434144974,0.19806423562608413,0.09639915823936462,0.04500753073131506,0.24623266719436712,0.006367475661367706,0.001896112832687858
143,0.20710265091718863,0.26711291857695174,0.7947669625282288,0.039115238934755325,0.19777572888187095,0.09624187648296356,0.04506172563245302,0.24586345099509072,0.0061396927369684025,0.0018942993950971097
144,0.19911641355187512,0.27473535098261753,0.789508581161499,0.040478888899087906,0.20119366018611995,0.09872517734766006,0.046199097910347486,0.2500774740337562,0.007262927639883129,0.0018924711539626807
145,0.20389807494385365,0.26160869583234947,0.795997679233551,0.038841623812913895,0.19708278416166616,0.09538063406944275,0.04455462415343866,0.24503426840087886,0.005897441471137684,0.001890628139718019
146,0.20305494851576236,0.259743440201727,0.7973448038101196,0.03814326971769333,0.1953030202472387,0.09564492851495743,0.044392333418939396,0.2427980740384578,0.006669693542540489,0.001888770383042492
147,0.20240724793553713,0.2597082719459372,0.7977340817451477,0.038166556507349014,0.19536262822594555,0.09362731128931046,0.04417110425718932,0.24289454802065544,0.006166244854765362,0.0018868979148608724
148,0.19840726981170229,0.2592974348088442,0.7974874377250671,0.03803304210305214,0.19502061968687348,0.09460765868425369,0.044622013907907945,0.24242081478721791,0.00626348025687096,0.001885010766342825
149,0.19546166336968587,0.25964222520084707,0.7982456684112549,0.03787030279636383,0.19460293624805314,0.09383805096149445,0.04446453809042448,0.24190796594192257,0.005874886445396321,0.0018831089689023896
