epoch,train_loss,val_loss
1,2.5220623347585036,1.7286181449890137
2,2.2656112214682285,1.6846380233764648
3,2.0031351678910316,1.5768264532089233
4,1.846256189781807,1.420785903930664
5,1.7262398485337944,1.2930490970611572
6,1.6446189190815426,1.225230097770691
7,1.5790397668915876,1.1768569946289062
8,1.5360949911607291,1.1438329219818115
9,1.5001374861390044,1.119316816329956
10,1.4716050510931233,1.0970797538757324
11,1.4541412341862798,1.0829057693481445
12,1.441743614426264,1.0736212730407715
13,1.4268349432285699,1.0666229724884033
14,1.4196808345965277,1.060606837272644
15,1.4108612119231847,1.0591424703598022
16,1.3951670830261178,1.0573363304138184
17,1.4015581274885875,1.0560840368270874
18,1.3897510845345753,1.0562776327133179
19,1.395458490538936,1.0492435693740845
20,1.379233938063224,1.0472912788391113
21,1.3771195425685838,1.0448788404464722
22,1.3750421611574657,1.0426067113876343
23,1.3675034858859816,1.0416525602340698
24,1.3653050782948324,1.0345524549484253
25,1.3565245262366747,1.0349721908569336
26,1.3465830185977934,1.0287222862243652
27,1.3467405622847644,1.0267409086227417
28,1.3361425058176857,1.026466727256775
29,1.3302052434426244,1.0238111019134521
30,1.3340676345096423,1.0225608348846436
31,1.3311344073836673,1.0225781202316284
32,1.3282731988925667,1.0218288898468018
33,1.3180562898454526,1.0193909406661987
34,1.321073268239796,1.0180672407150269
35,1.3172524169755397,1.0114200115203857
36,1.3140922000089714,1.0103145837783813
37,1.312110156556404,1.013163685798645
38,1.310528569098293,1.0120145082473755
39,1.3140277577758384,1.0088330507278442
40,1.302779402680317,1.009060025215149
41,1.304084296619621,1.0065852403640747
42,1.2925078378482215,1.0062885284423828
43,1.289075743201921,1.0013889074325562
44,1.2942512262222694,1.0014797449111938
45,1.2849161345487299,1.001254916191101
46,1.2850342825458274,1.0013980865478516
47,1.278529871246203,1.0000718832015991
48,1.277510574252967,0.9955387711524963
49,1.2776155887233016,0.9943008422851562
50,1.2734966326544965,0.9899653196334839
51,1.2583075255194562,0.9920722842216492
52,1.2606842531239748,0.9901254177093506
53,1.264575453327564,0.9885352253913879
54,1.2593521355399946,0.9885287880897522
55,1.2562134466159947,0.9855980277061462
56,1.2544435035790953,0.9834680557250977
57,1.2533298949975606,0.9820258617401123
58,1.2526732328263939,0.982929527759552
59,1.2539589173164207,0.9785730242729187
60,1.2455852631255138,0.9796674251556396
61,1.2537612776162907,0.9775413870811462
62,1.2396668703921245,0.9797377586364746
63,1.241436887460028,0.9778493046760559
64,1.2398215187144093,0.9770034551620483
65,1.2404279421314652,0.9761730432510376
66,1.2327360711249653,0.9745816588401794
67,1.226230793587133,0.9745007753372192
68,1.2245809538604795,0.972583532333374
69,1.2203686225000332,0.9705304503440857
