epoch,train_loss,val_loss
1,2.2468663422529302,1.7092989683151245
2,2.0638149893433675,1.5846185684204102
3,1.8759999488056633,1.4583959579467773
4,1.7559456886386526,1.3582347631454468
5,1.6710008187362067,1.2733265161514282
6,1.5900279082066064,1.2345094680786133
7,1.5368784167551146,1.217848300933838
8,1.523072715677606,1.1475907564163208
9,1.4842697084775391,1.1269593238830566
10,1.4623890745867996,1.115561604499817
11,1.447544516756391,1.1148513555526733
12,1.4381571207889925,1.0880006551742554
13,1.3986866000274822,1.0791174173355103
14,1.3778058546792968,1.0625269412994385
15,1.3601385443407743,1.056814432144165
16,1.3389275932693667,1.0431275367736816
17,1.3157453017072418,1.0366013050079346
18,1.3153036787750882,1.0256292819976807
19,1.297291978280816,1.0115846395492554
20,1.2687672471393536,1.0141966342926025
21,1.2688440618738783,1.0266246795654297
22,1.2662207280556643,1.0217177867889404
23,1.2692389515647167,1.019420862197876
24,1.2332195362093792,0.9953296780586243
25,1.212551080889252,0.9853419065475464
26,1.1916662342974504,0.9661014080047607
27,1.1720220244748183,0.9971962571144104
28,1.2409331076455503,0.9999901652336121
29,1.229999657280784,0.990286111831665
30,1.1704286985060088,0.9624624848365784
31,1.1686055673308255,0.9615743160247803
32,1.1479166037065738,0.9435433745384216
33,1.0962506916211052,0.9264933466911316
34,1.0725654583374333,0.9300025701522827
35,1.1089151712418648,0.913202166557312
36,1.0829082521185922,0.9193125367164612
37,1.0962152174122164,0.8989748954772949
38,1.0569343424862099,0.8985799551010132
39,1.04998407026424,0.8916615843772888
40,1.026022605562374,0.9274208545684814
41,1.0523767809216433,0.8865663409233093
42,1.0471009004790486,0.8820858001708984
43,1.0208279440750465,0.8945592045783997
44,1.0089221659680103,0.8713245391845703
45,0.9861661972833851,0.8538615107536316
46,0.96576714524393,0.8524696230888367
47,0.9557733987984804,0.8487052321434021
48,0.9874478143073938,0.8569641709327698
49,0.9584077131657864,0.8395572900772095
50,0.9350069036130843,0.8549487590789795
51,0.9665728776974949,0.882064700126648
52,1.0320732219680895,0.847196638584137
53,0.9494580542048272,0.8305613398551941
54,0.9298698819268805,0.8176250457763672
55,0.9186432066527231,0.8184598088264465
56,0.906828632827162,0.8020345568656921
57,0.8930087197305455,0.7984262108802795
58,0.8937932139657034,0.7903209328651428
59,0.8793583456889984,0.8083919286727905
60,0.8886393542022575,0.7915511131286621
