Model,mAP50_box,mAP50_95_box,mAP50_mask,mAP50_95_mask,Precision_box,Recall_box,Precision_mask,Recall_mask,F1_box,F1_mask,Params_M,GFLOPs,ModelSize_MB,Train_Time_s,Inference_ms,FPS,Epochs,Best_Epoch,Imgsz
yolov8m-seg,0.8663777475301288,0.7019562639081383,0.8723144538699522,0.671116196174868,0.8528076625631833,0.7935590506104327,0.8644352996371042,0.7982326951399117,0.822117247064372,0.8300159947998074,27.2,0.0,52.3,0.0,6.8,147.6,300,11,640
yolo26n-seg,0.8370826319107593,0.647533940069715,0.8477631843519937,0.6422374858187723,0.902461735257933,0.7349042709867453,0.9224500115314936,0.7511045655375552,0.8101096237043878,0.8280057555276971,2.7,0.0,6.2,0.0,4.9,203.5,300,61,640
yolo26s-seg,0.8211109659258139,0.6577478677286599,0.8385956641495409,0.641813808770373,0.825757880936876,0.7422680412371134,0.859961693016762,0.7416119110434307,0.7817902398709984,0.796414013047465,10.4,0.0,22.3,0.0,5.2,191.4,300,11,640
yolo11n-seg,0.8520695930462068,0.6592921208876442,0.8569515884794261,0.6368189523605532,0.8799005797588587,0.7584683357879234,0.9053787016822047,0.7687776141384389,0.8146843094766376,0.8315052393089015,2.8,0.0,5.7,0.0,4.6,216.5,300,65,640
yolo26m-seg,0.8352703609679558,0.6306784955030702,0.8390026789868708,0.6333300978203312,0.854517651086607,0.7363770250368189,0.8537762357998286,0.7395285696651415,0.7910607424076685,0.7925563424483574,23.5,0.0,155.0,0.0,7.0,142.8,300,3,640
yolov8s-seg,0.833228590367346,0.6602892075565341,0.8419641765174932,0.629008307353011,0.8056896026064001,0.7864506627393225,0.8109079222194533,0.7957914185680388,0.7959538889177277,0.8032785541797747,11.8,0.0,22.7,0.0,4.3,231.1,300,11,640
yolov8n-seg,0.8408709971287686,0.6443897917662607,0.8428294375922092,0.6153031615998229,0.8742345495470605,0.7575807032148336,0.8791013954431708,0.7673048600883653,0.8117379950223019,0.8194074419611572,3.3,0.0,6.5,0.0,3.9,258.2,300,51,640
yolo11m-seg,0.8119841508768469,0.6263005749847126,0.8194163367248657,0.6045556429963181,0.8179869616237735,0.7290132547864506,0.8262494561856298,0.7363770250368189,0.7709414996660733,0.7787287875918262,22.3,0.0,43.1,0.0,7.2,139.4,300,11,640
yolo11s-seg,0.8033554034703488,0.6072822490555863,0.809525299315569,0.5864038628662348,0.7777652747559184,0.7702503681885126,0.782767941364027,0.7717231222385862,0.7739895757584963,0.7772062895127865,10.1,0.0,58.1,0.0,4.7,211.8,300,1,640
