epoch,train_loss,val_loss
1,0.851396924495697,0.3139075074195862
2,0.3482422170162201,0.24867549352645874
3,0.29580784330368043,0.2242728801727295
4,0.27378973388671873,0.2193459048271179
5,0.2599860216140747,0.20157496268749237
6,0.2510834761619568,0.20440663614273072
7,0.24288364276885988,0.19275362262725831
8,0.2344869240283966,0.19661478419303893
9,0.23365016951560974,0.19589920039176942
10,0.22689424204826356,0.18936231756210328
11,0.221197486782074,0.1889011123895645
12,0.2181434260368347,0.18857293996810914
13,0.21612481741905212,0.18744208991527558
14,0.20951821422576905,0.18502760293483733
15,0.2109139775276184,0.18395855605602265
16,0.2075584728717804,0.1814448037624359
17,0.20383802261352538,0.18272866322994233
18,0.20407132775783537,0.1826011590242386
19,0.20218312668800353,0.18460336513519288
20,0.19977973589897155,0.18207782084941865
21,0.19866708245277404,0.1819938145875931
22,0.19385603947639465,0.1806276354074478
23,0.19569179251194,0.1820391179561615
24,0.1947446289539337,0.18005742902755736
25,0.1951389839887619,0.1784439261674881
26,0.19183607668876648,0.17872528097629548
27,0.18913347327709198,0.17822406136989594
28,0.1880792154312134,0.1794855100631714
29,0.18915723717212676,0.1804473489522934
30,0.18752928583621978,0.181056081533432
31,0.1846505962371826,0.17934686899185182
32,0.18323573167324067,0.17960302624702454
33,0.18508670444488526,0.1785133078098297
34,0.18325723407268524,0.1753208001613617
35,0.18042828302383423,0.17913090121746064
36,0.1817823945045471,0.17907522273063659
37,0.18134628567695618,0.17748559658527374
38,0.17808678789138793,0.17851628315448761
39,0.18119061117172242,0.1784206240415573
40,0.17694739706516266,0.17642104370594025
41,0.17595716643333434,0.17737362587451935
42,0.17757134983539583,0.17739095194339752
43,0.1750369089126587,0.17772949087619783
44,0.17533826184272766,0.17963118188381194
45,0.1737918155670166,0.17893423693180086
46,0.17320038347244263,0.1799111802816391
47,0.17203887205123902,0.17992194840908052
48,0.17168019697666168,0.17858064777851104
49,0.17193192374706268,0.17949178702831267
50,0.1687679485321045,0.18002766907215118
51,0.16957426593303682,0.1802768965959549
52,0.169008193731308,0.17765844562053681
53,0.16788602640628814,0.18003217899799348
54,0.16791752560138704,0.17990864174365997
55,0.16794146555662154,0.17993318934440614
56,0.16600771040916443,0.1807556427001953
57,0.16643999922275543,0.1810145000934601
58,0.16717863643169403,0.17904287152290344
59,0.16484780254364015,0.18195624101161956
60,0.16501414251327515,0.18302389740943908
61,0.1644966765165329,0.17895630943775176
62,0.1632699833393097,0.17969561624526978
63,0.16435391507148742,0.18216572997570038
64,0.16103768272399901,0.1833760985851288
65,0.1615626228570938,0.18071220993995665
66,0.160614009475708,0.1792535352706909
67,0.15940215516090392,0.18384569761753083
68,0.1626417387008667,0.18067352504730225
69,0.16130069448947906,0.182276589012146
70,0.15899322304725647,0.18137998323440552
71,0.15563097286224364,0.18439249658584594
72,0.1583330469608307,0.18461554591655732
73,0.1589145501613617,0.18183674807548522
74,0.1555981953382492,0.18283908159732817
75,0.1570707216501236,0.18464515583515168
76,0.15697640800476073,0.18303438732624053
77,0.15749310648441314,0.18410560004711152
78,0.1547748105287552,0.18657869656085968
79,0.15646256709098816,0.18328652563095094
80,0.15458385095596314,0.18425791001319886
81,0.15510513212680815,0.1838662061214447
82,0.15461312837600708,0.1834154047012329
83,0.15377176275253296,0.18475319459438325
84,0.15346983575820922,0.18378659842014314
